NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long,geometry,distance_to_river
Kerinci,siulak,41.941,73.297,22.22,1379.299,Unknown,0.557,6.366,34.389,2023,12,1,-1.8843,101.4008,POINT (99449.54511312401 9791313.390059873),721.6605819574977
bekasi,sukawangi,53.516,91.924,31.96,3.12,Cropland,0.577,0.044,38.826,2021,11,1,-6.1187,107.091,POINT (731409.7841978112 9323223.812568711),3715.811230023272
tangerang,pakuhaji,71.044,116.503,27.85,3.922,Cropland,0.325,0.061,37.386,2020,1,1,-6.0602,106.6063,POINT (677771.637095591 9329877.652507586),9826.640415446362
Deli Serdang,tanjungmorawa,24.098,42.614,29.14,26.548,Unknown,0.469,0.255,36.312,2023,1,1,3.5319,98.8065,POINT (-189223.57911885495 10392687.70137905),13580.34315516397
Pandeglang,sobang,63.095,123.175,28.84,45.873,Unknown,0.566,0.565,38.366,2020,1,1,-6.6058,105.7804,POINT (586268.9036991053 9269760.63030887),103009.18584570778
Aceh Barat Daya,setia,34.642,60.696,29.2,7.608,Cropland,0.663,0.512,33.444,2022,1,1,3.6979,96.8748,POINT (-405295.9027597271 10412896.009114191),5796.645458640214
bekasi,cibitung,61.963,85.414,29.01,14.027,Cropland,0.301,0.106,36.233,2020,1,1,-6.2357,107.1004,POINT (732399.4594658929 9310277.682899047),6824.616386632358
jakarta selatan,kebayoranlama,26.427,35.968,38.56,25.395,Built-up,0.265,0.143,38.181,2020,10,1,-6.2495,106.7801,POINT (696942.3798246027 9308881.915358907),19491.85789866234
Lebak,cimarga,55.273,95.336,28.04,79.069,Tree Cover,0.682,0.893,38.54,2020,1,1,-6.4532,106.222,POINT (635132.2137457614 9286535.315445175),53002.59295072023
Asahan,airbatu,60.443,128.7,30.33,34.312,Tree Cover,0.781,0.249,31.597,2021,8,1,2.8635,99.625,POINT (-98240.74781904416 10317910.399841508),10866.582319057927
Aceh Tengah,luttawar,30.472,48.559,17.68,1567.916,Tree Cover,0.41,7.43,37.578,2023,11,1,4.5794,96.8847,POINT (-403172.4829841667 10511304.956147902),12833.319295583822
bogor,cigudeg,54.697,112.178,27.3,309.2,Tree cover,0.453,3.666,39.719,2021,1,1,-6.4937,106.5461,POINT (670966.1223528992 9281959.333025623),37621.483421128796
Sijunjung,sumpurkudus,58.818,103.123,24.22,510.361,Tree Cover,0.586,5.531,38.714,2024,11,1,-0.4352,100.9322,POINT (46985.41990164621 9951775.011466572),2740.6455153286624
Agam,tanjungraya,46.563,124.4,25.29,628.255,Tree Cover,0.475,7.438,31.48,2024,3,1,-0.3128,100.1861,POINT (-36294.17064104916 9965302.981526697),10748.881310520512
Rokan Hulu,tambusai,69.331,138.233,28.13,71.757,Unknown,0.791,0.361,32.544,2024,11,1,1.0991,100.2624,POINT (-27685.185260772007 10121902.92556976),1408.1415284486118
bogor,jasinga,31.889,92.98,28.73,163.412,Tree cover,0.796,1.993,35.262,2022,7,1,-6.4806,106.4559,POINT (660993.8886124229 9283437.48564894),39512.99277670693
Pandeglang,menes,128.687,264.051,18.57,101.851,Unknown,0.445,1.093,38.809,2024,12,1,-6.3808,105.9238,POINT (602167.5832324014 9294609.1323469),78231.5034579341
jakarta timur,pasarrebo,64.258,90.123,39.33,48.623,Built-up,0.26,0.252,40.561,2020,1,1,-6.3264,106.8573,POINT (705456.1188518717 9300347.207495578),12938.861406408103
Aceh Tenggara,ketambe,54.853,82.554,22.05,1226.849,Tree Cover,0.737,10.825,37.726,2023,5,1,3.6739,97.7405,POINT (-308313.8520643539 10409376.598884556),5925.786232314312
Serang,carenang,58.548,132.191,27.94,8.132,Unknown,0.421,0.074,38.242,2023,2,1,-6.0855,106.3191,POINT (645973.8358063394 9327165.899995094),30945.03795279446
Kota Serang,kasemen,34.912,74.135,32.53,7.1,Unknown,0.427,0.113,38.839,2021,12,1,-6.0585,106.1851,POINT (631149.502677852 9330185.539597996),46069.86063614425
Pidie,indrajaya,36.844,68.887,27.79,22.279,Unknown,0.827,0.209,30.453,2024,1,1,5.3122,95.9357,POINT (-508497.3033961735 10594607.252441294),25182.096614516668
Mukomuko,ipuh,61.39,117.469,28.4,42.918,Tree Cover,0.79,0.736,35.305,2022,8,1,-2.9951,101.5031,POINT (111168.79071128514 9668327.859410914),665.5249691208593
Padang Lawas,ulubarumun,53.331,78.55,25.74,618.636,Tree Cover,0.629,6.801,38.16,2024,1,1,1.0723,99.6332,POINT (-97966.92592848896 10119046.771328436),2633.6617848450373
Nias Utara,alasa,92.431,145.528,29.65,76.422,Unknown,0.622,1.445,34.463,2022,11,1,1.1989,97.3919,POINT (-348920.0691798857 10133699.263973894),122907.99421509806
jakarta selatan,pancoran,41.244,79.072,38.1,25.372,Built-up,0.257,0.19,39.685,2022,2,1,-6.2553,106.8436,POINT (703967.8326256706 9308216.238014292),14744.299657789503
Bengkulu Utara,airbesi,81.382,168.595,29.44,67.491,Unknown,0.823,0.689,32.302,2022,8,1,-3.5222,102.1647,POINT (184965.58125985932 9610206.978446756),4594.39321341434
Aceh Utara,sawang,31.478,45.199,29.05,372.75,Unknown,0.74,3.034,40.919,2023,10,1,5.0476,96.8855,POINT (-402457.3622436072 10563577.207170563),38542.79789888025
Kepulauan Anambas,palmatak,48.882,113.194,21.35,71.138,Unknown,0.301,2.668,24.74911111111111,2021,1,1,3.3364,106.2657,POINT (640615.0321283055 10368867.029682115),284869.36887539254
tangerang,sepatan,72.691,127.558,27.51,8.849,Built-up,0.376,0.052,38.771,2020,2,1,-6.1183,106.5801,POINT (674852.5136246679 9323461.243499467),3544.064934256312
jakarta selatan,pasarminggu,42.276,72.411,35.26,35.89,Built-up,0.366,0.23,40.999,2020,4,1,-6.2908,106.8293,POINT (702371.5107982769 9304295.513591386),15737.245241854227
Kuantan Singingi,kuantanmudik,45.716,70.012,25.76,126.403,Tree Cover,0.521,1.131,37.514,2023,3,1,-0.7798,101.6419,POINT (126146.45863980253 9913659.382259926),8962.457111465512
Gayo Lues,putribetung,46.395,76.645,19.44,1814.735,Tree Cover,0.581,10.798,38.376,2023,11,1,3.7816,97.4694,POINT (-338567.83878273447 10421637.073041154),8707.434246535227
Padang Lawas Utara,simangambat,57.164,91.377,27.44,70.887,Unknown,0.767,0.495,34.959,2024,5,1,1.5189,100.093,POINT (-46507.73429099657 10168505.959248409),10424.096097394284
kota bogor,bogortengah,119.138,195.895,36.9,250.378,Built-up,0.369,0.88,38.983,2021,11,1,-6.5932,106.7986,POINT (698856.2972596044 9270862.620638829),37288.018195978104
Langkat,seilepan,60.877,86.641,22.42,66.419,Unknown,0.427,1.107,38.649,2022,10,1,3.884,98.1754,POINT (-259468.02390794677 10432380.137929237),12523.08780217794
Sarolangun,mandiangin,47.095,73.971,26.1,72.6,Tree Cover,0.552,0.354,37.492,2024,1,1,-2.11,103.0522,POINT (283362.69941188605 9766644.927352404),6844.315381813287
Kepulauan Meranti,rangsangbarat,53.601,71.688,28.21,9.815,Tree Cover,0.674,0.173,33.138000000000005,2022,11,1,1.0882,102.7572,POINT (250413.09178698983 10120371.75009679),66011.11756435812
bogor,cisarua,50.017,89.612,26.25,1216.752,Tree cover,0.661,7.714,38.364,2022,5,1,-6.6985,106.9552,POINT (716130.5715376361 9259150.427675135),37128.79056314979
Bireuen,jeumpa,22.692,46.103,30.81,107.477,Unknown,0.709,2.161,37.028,2022,3,1,5.1491,96.6554,POINT (-428078.28941006504 10575243.782823894),59006.21502864718
Seluma,airperiukan,97.883,149.118,29.67428571428572,36.193,Unknown,0.196,0.578,33.622,2022,10,1,-4.0008,102.4202,POINT (213531.2303557195 9557333.982037788),15184.177470823812
bekasi,sukawangi,68.314,105.052,29.12,3.12,Cropland,0.35,0.044,35.984,2020,1,1,-6.1187,107.091,POINT (731409.7841978112 9323223.812568711),3715.811230023272
Aceh Timur,sungairaya,54.683,90.711,27.79,23.757,Unknown,0.592,0.435,38.76,2023,12,1,4.6661,97.8862,POINT (-291003.18802395544 10519765.981645772),36862.88509306531
Aceh Tamiang,bandarpusaka,72.736,94.165,23.96,139.137,Tree Cover,0.571,3.232,39.206,2022,10,1,4.2735,97.8512,POINT (-295342.58384179045 10476070.950535942),3172.537891286253
Pidie,mutiaratimur,36.976,96.151,32.34,27.998,Unknown,0.513,0.256,32.727,2024,11,1,5.2561,95.9877,POINT (-502755.74603571044 10588243.370599613),29047.585119851967
Kota Medan,medanmaimun,48.288,87.703,41.91,30.586,Unknown,0.311,0.096,34.744,2023,11,1,3.5678,98.6835,POINT (-202938.9534292156 10396772.896868095),57.70582189979691
Aceh Jaya,panga,83.697,104.098,25.33,230.01,Unknown,0.63,3.313,34.078,2023,11,1,4.6413,95.8098,POINT (-523678.4929096999 10519701.164884191),52992.1676934002
jakarta timur,cakung,78.474,156.775,29.72,7.969,Built-up,0.193,0.102,38.81,2020,2,1,-6.1885,106.9409,POINT (714763.7618073723 9315565.917541238),8394.30821638322
Karawang,telukjambebarat,96.207,130.293,31.56,42.015,Unknown,0.507,0.526,35.971,2024,11,1,-6.3574,107.2456,POINT (748415.0885182879 9296748.145980407),5438.085609996618
Kerinci,kelilingdanau,53.78,71.224,24.05,1056.946,Tree Cover,0.708,7.85,33.458,2021,3,1,-2.2356,101.4027,POINT (99749.19594645477 9752407.142244516),1946.778256860447
Indragiri Hilir,keritang,65.823,94.873,26.41,13.114,Tree Cover,0.528,0.162,34.725,2022,10,1,-0.6971,102.8419,POINT (259817.99239364325 9922894.414104097),1185.94738925333
Langkat,wampu,54.57,79.736,31.12,37.765,Unknown,0.78,0.394,34.869,2022,11,1,3.7002,98.34,POINT (-241224.97680944589 10411778.714688515),3995.474704852048
Aceh Singkil,simpangkanan,83.569,114.462,28.27,87.944,Unknown,0.611,1.236,34.7,2023,11,1,2.4295,98.0379,POINT (-275933.51946858224 10270540.256997684),1979.9140954591426
Pandeglang,sukaresmi,99.589,151.024,25.140000000000004,9.522,Unknown,0.32,0.188,38.593,2020,12,1,-6.501,105.8383,POINT (592689.2092378418 9281336.508087795),92010.26141675827
Cianjur,agrabinta,141.48,292.588,27.75,62.134,Unknown,0.652,1.245,35.829,2022,9,1,-7.3939,106.8961,POINT (709282.846629503 9182260.719165038),73699.64334450159
Padang Pariaman,batanganai,37.027,59.667,28.45,169.303,Unknown,0.75,3.195,31.943,2023,7,1,-0.7532,100.3155,POINT (-21808.229057454562 9916467.83195952),363.69900730135265
Pidie Jaya,meureudu,56.67,103.883,26.24,1040.084,Tree Cover,0.699,7.926,36.717,2020,5,1,5.0584,96.2408,POINT (-474678.75972487277 10565727.852200922),53272.55735866412
Deli Serdang,bangunpurba,53.011,110.828,29.4,108.297,Tree Cover,0.539,0.545,31.97,2024,11,1,3.371,98.8205,POINT (-187776.1829464779 10374788.440972518),19089.10659878914
Aceh Utara,langkahan,26.402,54.096,29.44,70.801,Tree Cover,0.772,1.152,37.182,2022,3,1,4.8834,97.4394,POINT (-340695.95542132005 10544518.330982),4559.468070924851
bogor,parung,75.091,124.863,27.06,104.116,Tree cover,0.447,0.338,41.546,2024,1,1,-6.4349,106.7128,POINT (689426.6526209877 9288402.857118463),31745.54743346826
Aceh Utara,tanahluas,24.964,54.07,29.44,231.229,Tree Cover,0.783,2.622,36.645,2022,3,1,4.9673,97.1376,POINT (-374349.62750961946 10554269.035685357),23250.251006367573
Aceh Timur,sungairaya,47.013,71.752,29.63,23.757,Unknown,0.668,0.435,36.939,2022,2,1,4.6661,97.8862,POINT (-291003.18802395544 10519765.981645772),36862.88509306531
Lebak,leuwidamar,80.487,163.083,24.64,247.903,Tree Cover,0.519,2.609,37.971,2024,12,1,-6.5741,106.2216,POINT (635055.6370951565 9273167.631874865),62393.28081897884
Batu Bara,medangderas,65.434,92.719,30.48,5.006,Unknown,0.433,0.085,39.225,2022,11,1,3.3788,99.3629,POINT (-127197.4128107056 10375286.163826218),65564.00335046611
bekasi,pebayuran,77.173,155.427,28.8,7.055,Cropland,0.204,0.061,39.231,2020,2,1,-6.1593,107.2485,POINT (748829.8599142763 9318661.94999992),3347.519744588326
kota bekasi,medansatria,22.107,43.328,38.58,10.53,Built-up,0.307,0.136,37.558,2022,4,1,-6.1989,106.9836,POINT (719486.1252142986 9314398.135579042),4106.531022256997
jakarta selatan,jagakarsa,19.677,52.391,35.76,57.304,Built-up,0.421,0.27,38.94,2022,7,1,-6.334,106.8224,POINT (701591.210598548 9299520.329063168),16890.420073910685
tangerang,tigaraksa,63.672,124.858,26.03,29.506,Tree cover,0.373,0.225,38.265,2020,1,1,-6.2657,106.4673,POINT (662322.3412949777 9307197.352089038),18918.69063870649
Padang Pariaman,batanganai,62.42,101.883,31.56,169.303,Unknown,0.601,3.195,32.224,2022,9,1,-0.7532,100.3155,POINT (-21808.229057454562 9916467.83195952),363.69900730135265
tangerang selatan,ciputat,37.758,59.13,38.07,44.431,Built-up,0.436,0.212,40.709,2022,4,1,-6.3082,106.7277,POINT (691121.9064705233 9302409.452644506),19714.870207297878
Padang Lawas,barumun,69.72,89.432,26.02,742.154,Unknown,0.558,6.439,39.206,2023,12,1,0.9887,99.7031,POINT (-90171.63326269935 10109752.915653236),7615.262401341953
jakarta selatan,pasarminggu,68.881,121.899,39.0,35.89,Built-up,0.311,0.23,41.387,2021,11,1,-6.2908,106.8293,POINT (702371.5107982769 9304295.513591386),15737.245241854227
Karawang,tegalwaru,85.529,134.731,26.96,272.577,Tree Cover,0.566,4.904,40.412,2021,2,1,-6.522,107.243,POINT (748047.3310258748 9278540.15870548),7541.765715939799
Serang,kragilan,33.064,72.261,29.04,17.36,Unknown,0.35,0.166,38.353,2022,12,1,-6.1431,106.2752,POINT (641099.884150953 9320808.755693095),35019.115611283996
Karawang,karawangtimur,78.755,127.154,27.99111111111111,13.183,Unknown,0.301,0.081,42.626,2021,2,1,-6.2998,107.3332,POINT (758139.451845834 9303077.720656456),3182.2548489063784
Lebak,sobang,52.915,88.782,26.26,642.53,Tree Cover,0.765,6.354,37.897,2023,4,1,-6.6483,106.3221,POINT (646146.6097235642 9264934.823305583),62821.63088147412
Serang,jawilan,65.905,110.461,27.59,31.247,Tree Cover,0.516,0.242,39.372,2021,2,1,-6.2887,106.3435,POINT (648617.6715813861 9304690.847117726),31542.512524323316
Aceh Utara,dewantara,42.268,57.676,35.58,9.405,Tree Cover,0.28,0.234,35.063,2022,10,1,5.2367,97.0084,POINT (-388434.28209664416 10584511.871369649),56504.011936483614
Pelalawan,pangkalankerinci,57.78,117.264,27.4,16.298,Unknown,0.428,0.254,34.31,2024,1,1,0.3625,101.8487,POINT (149168.0751980337 10040128.234612018),2219.3356329025764
Kaur,kaurselatan,95.294,143.33,27.81,242.626,Unknown,0.789,2.328,36.313,2021,9,1,-4.7321,103.4002,POINT (322562.18043513177 9476744.442011548),1798.7981883038635
Nias Barat,mandrehe,82.573,125.915,30.21,121.09,Tree Cover,0.623,2.515,36.401,2022,11,1,1.0518,97.5072,POINT (-336022.3649605203 10117263.466535816),134863.42033240406
Aceh Tamiang,tenggulun,80.49,130.051,23.55,448.694,Unknown,0.371,5.699,38.96,2022,12,1,4.0212,97.9403,POINT (-285630.9222902325 10447877.984892266),2699.014133391838
kota bekasi,jatiasih,40.426,73.38,36.57,39.466,Built-up,0.356,0.259,40.782,2022,2,1,-6.3072,106.9524,POINT (715988.0312857247 9302432.285078252),2204.481517311396
Kota Solok,lubuksikarah,15.371,26.932,27.99,757.448,Unknown,0.664,5.064,29.793,2023,9,1,-0.795,100.6108,POINT (11157.227669837652 9911868.372773133),2880.2633511043227
Pandeglang,pagelaran,82.347,152.63,28.19,12.296,Tree Cover,0.56,0.32,38.115,2022,12,1,-6.4191,105.8561,POINT (594672.6857895289 9290387.76609392),86707.61032134833
Kuantan Singingi,pangean,73.16,136.53,27.66,72.926,Unknown,0.504,0.369,39.28,2023,12,1,-0.4628,101.6897,POINT (131451.97525904648 9948760.615191238),1158.4530369478712
bogor,megamendung,30.328,79.864,26.29,877.32,Tree cover,0.741,5.463,35.454,2022,7,1,-6.6635,106.9177,POINT (711998.8172764082 9263037.983203433),37870.3963091666
Aceh Selatan,trumon,73.776,109.227,26.14,46.794,Unknown,0.621,0.53,35.931,2023,11,1,2.6548,97.7086,POINT (-312687.1494134448 10295842.331525138),12164.419405904402
kota bekasi,medansatria,30.829,84.164,40.37,10.53,Built-up,0.224,0.136,36.736,2021,10,1,-6.1989,106.9836,POINT (719486.1252142986 9314398.135579042),4106.531022256997
Indragiri Hulu,batangcenaku,54.052,77.316,28.9,118.518,Tree Cover,0.793,1.231,38.94,2021,4,1,-0.7941,102.2349,POINT (192222.69969395298 9912125.045049984),786.5734516629643
bogor,sukaraja,59.961,93.942,32.36,276.337,Tree cover,0.646,1.706,37.188,2021,5,1,-6.5792,106.8408,POINT (703529.265472669 9272394.003395574),33710.49460473071
Rokan Hulu,tambusai,93.727,142.805,27.93,71.757,Unknown,0.557,0.361,33.76,2023,12,1,1.0991,100.2624,POINT (-27685.185260772007 10121902.92556976),1408.1415284486118
Kota Binjai,binjaiutara,48.911,104.474,35.16,26.836,Tree Cover,0.433,0.145,34.128,2023,10,1,3.6429,98.4983,POINT (-223576.74919561262 10405272.39392303),2961.9324139300093
bogor,cibinong,66.494,105.22,27.06,134.037,Built-up,0.389,0.322,40.683,2024,1,1,-6.4839,106.8354,POINT (702970.4306183332 9282936.384730982),24978.971102626823
bekasi,cabangbungin,82.497,132.052,30.16,3.757,Cropland,0.09,0.053,39.649,2021,2,1,-6.0781,107.1363,POINT (736443.1699495724 9327695.18179819),1122.561031192947
tangerang selatan,pondokaren,32.27,69.673,37.57,28.61,Built-up,0.346,0.18,41.417,2022,12,1,-6.2664,106.7114,POINT (689333.3619583108 9307038.140764555),14917.077528185713
Aceh Timur,julok,46.539,69.808,30.23,27.334,Unknown,0.569,0.476,36.887,2022,2,1,5.0373,97.601,POINT (-322433.58032054896 10561469.833632762),3610.4650980114498
jakarta selatan,jagakarsa,77.282,120.694,36.65,57.304,Built-up,0.216,0.27,41.613,2021,2,1,-6.334,106.8224,POINT (701591.210598548 9299520.329063168),16890.420073910685
Pesisir Selatan,lengayang,35.023,78.491,25.08,662.353,Unknown,0.78,6.473,32.344,2021,12,1,-1.5744,100.8304,POINT (35789.833642512036 9825516.349235313),1233.1981139311
Kerinci,danaukerinci,58.362,77.914,23.57,1271.297,Unknown,0.655,7.757,35.276,2021,3,1,-2.0322,101.5812,POINT (119584.06487565715 9774977.061574494),5760.9351928763035
bogor,ciomas,47.031,84.944,34.82,268.719,Built-up,0.454,1.946,37.579,2023,1,1,-6.6095,106.762,POINT (694802.0995304857 9269074.352392815),40996.34590325677
Tapanuli Selatan,sipirok,36.055,70.083,25.73,952.712,Tree Cover,0.67,6.118,37.823,2024,4,1,1.6034,99.2995,POINT (-135130.35253437492 10178110.637487685),25560.400728153683
kota bekasi,jatiasih,64.373,88.471,37.38,39.466,Built-up,0.288,0.259,40.561,2020,1,1,-6.3072,106.9524,POINT (715988.0312857247 9302432.285078252),2204.481517311396
jakarta selatan,jagakarsa,36.901,86.501,37.7,57.304,Built-up,0.304,0.27,40.535,2023,1,1,-6.334,106.8224,POINT (701591.210598548 9299520.329063168),16890.420073910685
Serang,cikande,38.377,58.885,33.12,17.595,Unknown,0.593,0.161,38.992,2020,3,1,-6.1913,106.3541,POINT (649818.125857512 9315457.682461308),26709.842772758162
Aceh Tenggara,bukittusam,27.386,40.844,31.53,151.33,Unknown,0.633,1.454,36.33,2022,1,1,3.4136,97.8686,POINT (-294200.14179644757 10380264.423509637),1936.3144392825031
Aceh Tamiang,bandarpusaka,45.043,80.822,25.44,139.137,Tree Cover,0.601,3.232,38.665,2023,12,1,4.2735,97.8512,POINT (-295342.58384179045 10476070.950535942),3172.537891286253
Bengkulu Tengah,pondokkelapa,36.867,82.701,28.37,25.32,Unknown,0.77,0.423,30.546,2023,6,1,-3.6763,102.2698,POINT (196703.45813959878 9593189.190102113),2939.1486977048653
kota tangerang,cibodas,34.962,59.665,39.55,19.751,Built-up,0.327,0.128,37.295,2022,4,1,-6.2058,106.608,POINT (677911.5369416502 9313775.838005653),5060.167197846576
Bireuen,jeunieb,80.436,179.681,26.46,402.042,Unknown,0.699,4.859,35.685,2023,1,1,5.0747,96.4798,POINT (-447861.4985554096 10567190.549192095),66024.65161190346
bogor,gunungputri,71.558,133.642,37.67,81.462,Built-up,0.426,0.389,40.853,2022,10,1,-6.4052,106.9313,POINT (713612.4642136961 9291601.658223456),12052.618439842345
Asahan,setiajanji,25.435,54.19,31.81,56.632,Tree Cover,0.775,0.375,34.542,2020,4,1,2.9372,99.4891,POINT (-113372.83297794068 10326166.786050096),27407.57907351617
Langkat,wampu,32.342,61.816,30.68,37.765,Unknown,0.738,0.394,32.977,2022,2,1,3.7002,98.34,POINT (-241224.97680944589 10411778.714688515),3995.474704852048
Langkat,padangtualang,54.401,86.647,30.3,24.96,Tree Cover,0.682,0.351,34.739,2022,11,1,3.8143,98.3232,POINT (-243005.79515386652 10424490.864820136),1599.274237913497
Aceh Tamiang,bendahara,44.089,72.857,29.12,4.953,Unknown,0.682,0.094,33.712,2024,10,1,4.4122,98.1833,POINT (-258076.25162628724 10491172.086618595),717.8159256442096
Indragiri Hulu,batangperanap,46.4,70.886,27.1,85.986,Tree Cover,0.545,0.588,37.538,2023,3,1,-0.7308,101.8675,POINT (151284.46069971094 9919102.922653316),6873.732829948928
Kepulauan Anambas,siantan,54.054,123.716,23.55,185.43,Unknown,0.306,5.258,24.13314814814815,2021,1,1,3.2058,106.2376,POINT (637510.5243635742 10354423.994507246),274581.35272904095
Kepulauan Mentawai,siporaselatan,51.715,107.201,26.76,73.394,Tree Cover,0.603,1.779,38.953,2020,1,1,-2.244,99.7179,POINT (-88154.52810696198 9750905.472153746),125140.8330902365
bekasi,cikarangpusat,67.501,132.606,31.47,34.68,Built-up,0.329,0.347,39.238,2020,2,1,-6.3596,107.1836,POINT (741552.1237435958 9296534.160016172),8816.405016944904
Merangin,tiangpumpung,52.308,94.342,24.8,231.899,Tree Cover,0.577,2.321,38.771,2024,1,1,-2.3063,102.2431,POINT (193354.12565308582 9744786.11779094),925.7420766548555
bekasi,tambunselatan,77.72,158.05,29.23,20.065,Built-up,0.21,0.152,39.246,2020,2,1,-6.2571,107.0543,POINT (727287.2976012785 9307930.668430027),4492.642917669313
tangerang selatan,pamulang,39.103,81.905,37.57,59.039,Built-up,0.304,0.233,41.659,2022,12,1,-6.3395,106.7391,POINT (692371.8016329615 9298943.679788008),23303.604597002428
