NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long,geometry,distance_to_river
depok,limo,83.295,136.779,37.67,73.923,Built-up,0.452,0.284,41.387,2021,11,0,-6.3686,106.7808,POINT (696974.8454233266 9295709.678361736),22335.15284599352
jakarta barat,cengkareng,40.14,54.309,37.18,5.286,Built-up,0.262,0.059,38.718,2024,4,0,-6.1515,106.7369,POINT (692196.9632976495 9319736.00340036),12066.94807942627
bekasi,tambelang,34.554,71.396,28.36,5.555,Cropland,0.362,0.072,38.213,2020,12,0,-6.167,107.1273,POINT (735407.6489284397 9317865.198347053),8533.102034508252
bogor,jonggol,18.733,43.223,30.86,186.743,Tree cover,0.69,2.153,34.465,2021,7,0,-6.4961,107.0456,POINT (726219.4565490088 9281497.929332044),15539.59088720551
jakarta selatan,kebayoranbaru,9.919,24.594,38.6,22.272,Built-up,0.298,0.16,37.634,2024,10,0,-6.2447,106.8014,POINT (699301.4932193585 9309404.75762855),19552.24546024229
bogor,sukamakmur,51.069,85.797,29.8,641.209,Tree cover,0.515,5.807,38.286,2022,2,0,-6.5936,107.0201,POINT (723354.9422609193 9270724.600625796),26675.11592262897
tangerang,kelapadua,29.647,58.907,38.3,27.206,Built-up,0.439,0.146,38.201,2023,4,0,-6.2426,106.6094,POINT (678054.0782210224 9309705.8035857),9085.381898240525
jakarta timur,cakung,35.165,58.466,39.58,7.969,Built-up,0.265,0.102,37.853,2022,10,0,-6.1885,106.9409,POINT (714763.7618073723 9315565.917541238),8394.30821638322
bekasi,cikarangselatan,18.966,61.36,33.63,41.443,Built-up,0.473,0.306,32.405,2023,6,0,-6.3385,107.1279,POINT (735397.3020834865 9298893.914565234),2541.0916104610096
jakarta barat,palmerah,16.784,26.28,39.55,10.559,Built-up,0.197,0.122,38.514,2024,11,0,-6.1917,106.7956,POINT (698679.4956296096 9315268.562362932),18848.45458549404
bogor,cijeruk,19.286,34.324,27.16,717.352,Tree cover,0.716,7.732,29.065,2023,8,0,-6.686,106.7843,POINT (697237.793420237 9260604.858850239),47065.3262642747
kota bekasi,bekasiutara,18.689,51.301,36.54,13.259,Built-up,0.337,0.12,35.365,2022,7,0,-6.2074,107.0064,POINT (722006.403838044 9313448.460254326),1974.3997921613877
bekasi,cikarangtimur,26.754,73.006,35.67,15.164,Cropland,0.43,0.085,33.207,2022,9,0,-6.2885,107.209,POINT (744396.6780989647 9304387.603264712),6480.645464023057
bogor,leuwiliang,65.447,112.599,28.53,556.464,Tree cover,0.74,3.837,38.657,2024,3,0,-6.6402,106.6099,POINT (677970.7707970623 9265736.29904008),53032.8508155092
tangerang selatan,setu,45.933,81.631,34.06,54.164,Tree cover,0.537,0.359,41.478,2024,3,0,-6.3637,107.0373,POINT (725359.5351104357 9296146.739579484),3971.5363466737367
tangerang selatan,pondokaren,6.692,8.425,35.48,28.61,Built-up,0.355,0.18,29.857,2023,8,0,-6.2664,106.7114,POINT (689333.3619583108 9307038.140764555),14917.077528185713
jakarta pusat,joharbaru,40.571,74.834,38.2,8.969,Built-up,0.183,0.076,37.662,2022,2,0,-6.1821,106.8546,POINT (705213.6381132025 9316307.877614168),17094.209263304983
bekasi,serangbaru,13.679,24.15,33.92,47.778,Tree cover,0.51,0.25,30.294,2021,8,0,-6.3956,107.1143,POINT (733866.2794337678 9292583.801592132),6160.159970440887
depok,bojongsari,18.631,57.073,33.67,87.016,Built-up,0.46,0.265,34.151,2024,8,0,-6.3943,106.7378,POINT (692207.5670240467 9292883.63010859),27775.7078295501
jakarta barat,kalideres,33.433,52.2,37.44,5.258,Built-up,0.295,0.071,37.833,2022,5,0,-6.1346,106.7039,POINT (688550.2228950483 9321616.745360969),8842.964113360542
bogor,dramaga,67.093,108.682,32.59,248.285,Tree cover,0.643,1.71,38.656,2024,3,0,-6.5888,106.7298,POINT (691249.0271289409 9271376.144020798),41347.17393036368
kota bogor,tanahsareal,70.516,116.989,34.57,184.459,Built-up,0.273,0.639,38.585,2023,2,0,-6.5468,106.7855,POINT (697425.7808965042 9275999.536474949),33858.11161332596
bogor,cariu,53.677,71.477,29.72,143.845,Tree cover,0.66,2.107,39.071,2024,2,0,-6.5273,107.1371,POINT (736328.1880440568 9278004.76808565),18418.769634786255
jakarta barat,tambora,4.993,6.916,36.12,5.895,Built-up,0.166,0.048,32.778,2023,8,0,-6.1475,106.8035,POINT (699570.4403676601 9320153.975528037),19451.295796373317
bogor,babakanmadang,85.461,136.08,29.36,501.913,Tree cover,0.457,5.001,39.358,2020,2,0,-6.5917,106.902,POINT (710293.0165751162 9270986.107712606),31994.225577558263
tangerang,solear,41.555,64.886,31.96,39.539,Tree cover,0.661,0.297,39.034,2020,3,0,-6.3069,106.4215,POINT (657242.2280987693 9302655.53437493),25731.55559888663
tangerang,rajeg,29.01,65.707,37.46,8.659,Cropland,0.356,0.105,37.587,2020,11,0,-6.1163,106.5103,POINT (667127.3255612871 9323704.616820605),9663.439969200155
jakarta selatan,pasarminggu,42.309,81.059,38.41,35.89,Built-up,0.337,0.23,40.782,2022,2,0,-6.2908,106.8293,POINT (702371.5107982769 9304295.513591386),15737.245241854227
kota bogor,bogorutara,65.597,117.535,36.56,209.387,Built-up,0.508,0.831,37.93,2023,4,0,-6.5708,106.8196,POINT (701187.8757428378 9273331.62192505),33975.94445292864
depok,sawangan,59.33,100.264,37.59,91.287,Tree cover,0.369,0.296,40.588,2024,12,0,-6.4067,106.7641,POINT (695112.6386847002 9291502.341957016),25657.129898343945
tangerang,solear,24.356,81.768,30.81,39.539,Tree cover,0.642,0.297,35.554,2023,6,0,-6.3069,106.4215,POINT (657242.2280987693 9302655.53437493),25731.55559888663
kota tangerang,periuk,36.104,97.465,37.74,12.531,Built-up,0.298,0.129,36.596,2022,9,0,-6.1675,106.5943,POINT (676408.0661041676 9318015.826213932),1964.1830459442085
kota bekasi,pondokgede,13.598,36.411,36.62,24.987,Built-up,0.342,0.142,38.861,2022,7,0,-6.2691,106.9299,POINT (713513.5474314995 9306655.607312337),5079.67381764552
bogor,leuwisadeng,40.969,78.18,29.93,306.672,Tree cover,0.723,4.096,35.189,2021,8,0,-6.5736,106.5877,POINT (675539.4795806959 9273109.272910288),45767.841587389434
kota tangerang,karawaci,12.913,24.504,36.87,16.788,Built-up,0.345,0.102,35.414,2021,7,0,-6.1812,106.618,POINT (679026.5307633141 9316492.89262576),2281.0899510565646
bogor,cisarua,86.729,139.287,18.88,1216.752,Tree cover,0.509,7.714,39.383,2021,2,0,-6.6985,106.9552,POINT (716130.5715376361 9259150.427675135),37128.79056314979
kota bogor,bogorselatan,110.371,271.481,34.53,368.391,Tree cover,0.568,1.807,36.575,2021,10,0,-6.6447,106.8135,POINT (700483.4164981227 9265160.801727852),41550.66807169772
tangerang,mekarbaru,19.23,54.336,29.0,4.93,Cropland,0.546,0.066,33.134,2024,7,0,-6.062,106.3871,POINT (653506.8998727975 9329745.5508778),24558.563235960406
kota tangerang,tangerang,43.035,91.136,38.05,17.193,Built-up,0.283,0.112,37.999,2023,11,0,-6.1888,106.6406,POINT (681525.2226296525 9315644.76685823),3417.4577635056903
tangerang,curug,48.344,78.756,35.94,30.753,Built-up,0.457,0.142,38.97,2022,5,0,-6.2426,106.5661,POINT (673262.4444316217 9309720.246001033),10523.221235431392
jakarta pusat,kemayoran,28.922,71.005,40.61,6.168,Built-up,0.175,0.103,36.753,2021,10,0,-6.1627,106.8558,POINT (705353.940164686 9318453.052918974),17944.92364254617
jakarta selatan,cilandak,38.94,60.995,37.94,37.329,Built-up,0.444,0.193,40.916,2022,5,0,-6.2927,106.7933,POINT (698386.8964305667 9304099.18495587),19707.881123161744
bekasi,tambunutara,19.35,38.385,34.39,8.214,Built-up,0.492,0.091,36.593,2022,6,0,-6.1927,107.0611,POINT (728067.7648345209 9315051.227006018),1908.953130701525
bekasi,sukawangi,30.523,64.54,30.27,3.12,Cropland,0.693,0.044,37.09,2020,5,0,-6.1187,107.091,POINT (731409.7841978112 9323223.812568711),3715.811230023272
tangerang,kronjo,46.079,82.576,32.44,4.048,Cropland,0.464,0.069,38.037,2022,5,0,-6.0703,106.4282,POINT (658053.8304056993 9328815.962244237),20031.100360387132
jakarta barat,kebonjeruk,18.997,42.639,33.48,10.059,Built-up,0.262,0.118,36.176,2024,6,0,-6.1895,106.7691,POINT (695747.2113887263 9315521.715112217),15923.617522528884
kota tangerang,periuk,45.525,113.857,41.54,12.531,Built-up,0.289,0.129,36.527,2021,10,0,-6.1675,106.5943,POINT (676408.0661041676 9318015.826213932),1964.1830459442085
bekasi,tambunutara,40.005,65.994,28.97,8.214,Built-up,0.353,0.091,38.207,2022,2,0,-6.1927,107.0611,POINT (728067.7648345209 9315051.227006018),1908.953130701525
bekasi,setu,9.975,28.319,32.37,51.932,Tree cover,0.606,0.202,34.242,2024,5,0,-6.3462,106.6764,POINT (685431.8193187998 9298225.565766104),21202.184366750913
kota bekasi,bantargebang,42.072,63.404,36.52,46.555,Built-up,0.475,0.262,40.88,2020,3,0,-6.3385,106.9912,POINT (720268.7821834637 9298953.978672836),4303.545702186925
tangerang,kelapadua,23.23,50.102,36.66,27.206,Built-up,0.388,0.146,33.728,2024,9,0,-6.2426,106.6094,POINT (678054.0782210224 9309705.8035857),9085.381898240525
bogor,cileungsi,43.422,99.837,37.71,69.866,Tree cover,0.522,0.251,31.666,2020,9,0,-6.4094,106.9962,POINT (720791.7622445248 9291109.628808832),10187.669684463674
jakarta pusat,gambir,10.246,28.823,34.41,7.605,Built-up,0.271,0.061,34.955,2024,7,0,-6.1715,106.8181,POINT (701177.5279825472 9317494.161882194),21036.35601142455
jakarta pusat,gambir,23.127,32.962,39.31,7.605,Built-up,0.157,0.061,37.78,2024,12,0,-6.1715,106.8181,POINT (701177.5279825472 9317494.161882194),21036.35601142455
bogor,cigudeg,20.782,40.421,28.08,309.2,Tree cover,0.79,3.666,37.594,2020,6,0,-6.4937,106.5461,POINT (670966.1223528992 9281959.333025623),37621.483421128796
bekasi,tambelang,10.481,37.549,30.93,5.555,Cropland,0.42,0.072,32.212,2023,7,0,-6.167,107.1273,POINT (735407.6489284397 9317865.198347053),8533.102034508252
tangerang selatan,ciputat,15.795,30.087,37.96,44.431,Built-up,0.355,0.212,38.967,2024,10,0,-6.3082,106.7277,POINT (691121.9064705233 9302409.452644506),19714.870207297878
bekasi,karangbahagia,59.737,132.862,29.29,10.334,Cropland,0.326,0.08,38.807,2023,2,0,-6.2172,107.197,POINT (743101.3525686461 9312280.629798936),8166.496582903672
bogor,parungpanjang,26.568,43.342,32.87,65.388,Tree cover,0.636,0.569,38.928,2024,10,0,-6.3768,106.5551,POINT (672000.9071531394 9294883.550906416),24816.12758868164
jakarta utara,kelapagading,29.955,81.914,41.11,5.514,Built-up,0.236,0.062,36.753,2021,10,0,-6.161,106.9037,POINT (710656.8904600275 9318622.396391323),13513.310778681418
bekasi,sukatani,38.454,60.984,28.97,9.292,Cropland,0.363,0.08,38.207,2022,2,0,-6.1918,107.1559,POINT (738562.8764925648 9315109.104454987),11890.650799605062
tangerang,pasarkemis,21.794,42.438,37.78,14.061,Built-up,0.416,0.127,37.294,2023,4,0,-6.1589,106.5525,POINT (671784.5670640204 9318980.49029591),4483.128381059916
depok,cimanggis,18.35,54.736,33.87,74.634,Built-up,0.414,0.278,37.636,2024,7,0,-6.3677,106.8694,POINT (706778.6144930704 9295774.56855103),13361.016117227131
kota bekasi,pondokmelati,80.589,137.962,38.93,38.409,Built-up,0.338,0.242,41.387,2021,11,0,-6.3095,106.9282,POINT (713308.9188346117 9302187.86123476),4892.660507847839
bogor,cariu,21.048,48.688,31.13,143.845,Tree cover,0.702,2.107,32.064,2021,8,0,-6.5273,107.1371,POINT (736328.1880440568 9278004.76808565),18418.769634786255
kota bekasi,jatisampurna,63.251,125.916,38.69,69.311,Built-up,0.238,0.278,41.09,2023,2,0,-6.3654,106.9249,POINT (712920.7807628282 9296006.398869412),8552.59468176848
tangerang,rajeg,2.564,7.98,36.64,8.659,Cropland,0.367,0.105,29.249,2023,10,0,-6.1163,106.5103,POINT (667127.3255612871 9323704.616820605),9663.439969200155
tangerang selatan,ciputattimur,27.735,48.345,35.91,41.355,Built-up,0.438,0.245,40.109,2021,5,0,-6.2988,106.7556,POINT (694212.7049419298 9303438.725536264),20819.662680844856
bekasi,cikarangselatan,37.702,61.322,32.95,41.443,Built-up,0.34,0.306,37.934,2022,1,0,-6.3385,107.1279,POINT (735397.3020834865 9298893.914565234),2541.0916104610096
kota tangerang,periuk,31.31,73.569,37.87,12.531,Built-up,0.274,0.129,38.395,2021,12,0,-6.1675,106.5943,POINT (676408.0661041676 9318015.826213932),1964.1830459442085
bogor,gunungsindur,28.897,99.573,31.2,72.997,Tree cover,0.638,0.372,38.491,2023,6,0,-6.3871,106.6872,POINT (686612.0047075714 9293698.524755452),25880.532012888765
bogor,cibinong,35.92,97.23,34.12,134.037,Built-up,0.521,0.322,39.233,2023,5,0,-6.4839,106.8354,POINT (702970.4306183332 9282936.384730982),24978.971102626823
tangerang,sepatantimur,22.025,61.914,35.27,9.449,Built-up,0.401,0.066,36.156,2021,9,0,-6.1199,106.6084,POINT (677984.4402300371 9323275.014522897),3332.8531218341445
jakarta selatan,tebet,19.662,43.52,39.77,17.948,Built-up,0.237,0.137,37.438,2023,4,0,-6.2289,106.8509,POINT (704786.0077270272 9311133.23593243),14789.805582125391
bekasi,babelan,11.424,31.873,36.66,3.768,Cropland,0.403,0.07,36.151,2023,12,0,-6.1257,107.0341,POINT (725107.1202413068 9322473.716638114),2308.6115991176976
bogor,rancabungur,83.681,133.809,31.82,144.929,Tree cover,0.583,0.575,39.603,2020,2,0,-6.5217,106.7137,POINT (689493.8126745741 9278803.076478157),37365.11261547882
tangerang selatan,ciputat,43.379,76.475,36.56,44.431,Built-up,0.392,0.212,41.428,2024,3,0,-6.3082,106.7277,POINT (691121.9064705233 9302409.452644506),19714.870207297878
jakarta utara,penjaringan,10.753,21.552,34.06,3.083,Built-up,0.321,0.074,35.551,2021,7,0,-6.115,106.7639,POINT (695198.8561999453 9323762.907350171),15829.156569766958
bekasi,bojongmangu,48.467,80.115,29.28,48.869,Tree cover,0.657,0.584,38.493,2024,1,0,-6.4389,107.1778,POINT (740873.0361174182 9287764.521096295),14387.643384359684
tangerang,jambe,17.938,31.714,30.57,43.823,Tree cover,0.668,0.302,36.71,2020,6,0,-6.3238,106.4992,POINT (665833.6752365063 9300762.645161266),21942.74253129633
tangerang,curug,18.743,38.228,34.57,30.753,Built-up,0.448,0.142,35.849,2021,8,0,-6.2426,106.5661,POINT (673262.4444316217 9309720.246001033),10523.221235431392
tangerang,cikupa,14.515,33.565,33.77,25.2,Built-up,0.445,0.147,33.089,2024,8,0,-6.218,106.5159,POINT (667715.1820186134 9312456.792871252),11388.020621297777
kota bekasi,mustikajaya,20.46,43.242,33.66,32.768,Built-up,0.503,0.179,36.976,2022,6,0,-6.3076,107.0166,POINT (723092.9459239478 9302360.994251292),4593.738239883044
kota tangerang,larangan,31.915,58.2,39.02,21.351,Built-up,0.275,0.155,37.902,2020,5,0,-6.2392,106.733,POINT (691733.6095551664 9310038.423665086),14514.746042476598
tangerang,solear,22.55,47.146,31.11,39.539,Tree cover,0.677,0.297,33.738,2020,7,0,-6.3069,106.4215,POINT (657242.2280987693 9302655.53437493),25731.55559888663
jakarta barat,tamansari,42.305,64.442,39.31,6.894,Tree cover,0.1,0.061,37.78,2024,12,0,-6.1481,106.8184,POINT (701219.5509876118 9320082.032510081),21092.274705241645
kota tangerang,karawaci,46.625,69.862,38.27,16.788,Built-up,0.189,0.102,37.62,2024,12,0,-6.1812,106.618,POINT (679026.5307633141 9316492.89262576),2281.0899510565646
bekasi,cibarusah,64.395,133.913,34.71,52.034,Cropland,0.496,0.394,35.48,2020,11,0,-6.434,107.1108,POINT (733461.4746382552 9288337.678069357),9374.299225464703
bekasi,cibarusah,15.788,24.848,33.99,52.034,Cropland,0.552,0.394,26.261,2024,10,0,-6.434,107.1108,POINT (733461.4746382552 9288337.678069357),9374.299225464703
tangerang,cikupa,34.851,73.213,29.8,25.2,Built-up,0.369,0.147,37.323,2020,12,0,-6.218,106.5159,POINT (667715.1820186134 9312456.792871252),11388.020621297777
jakarta utara,tanjungpriok,36.435,64.604,42.23,4.06,Built-up,0.176,0.101,38.077,2022,11,0,-6.1319,106.875,POINT (707491.2045186862 9321852.133543443),17999.918552745694
bogor,nanggung,63.719,102.445,27.82,848.241,Tree cover,0.395,5.957,37.923,2020,12,0,-6.6725,106.5377,POINT (669976.1890145141 9262189.800558582),57252.28780877657
kota tangerang,neglasari,38.633,63.029,35.88,11.542,Built-up,0.435,0.072,38.589,2020,3,0,-6.1429,106.6302,POINT (680389.7178841371 9320724.24707491),1931.4784710891356
kota bogor,tanahsareal,33.785,103.188,32.5,184.459,Built-up,0.437,0.639,33.913,2024,7,0,-6.5468,106.7855,POINT (697425.7808965042 9275999.536474949),33858.11161332596
tangerang,sepatan,37.018,86.842,37.42,8.849,Built-up,0.367,0.052,37.999,2023,11,0,-6.1183,106.5801,POINT (674852.5136246679 9323461.243499467),3544.064934256312
tangerang,jayanti,24.565,41.214,31.6,18.626,Tree cover,0.573,0.144,36.589,2021,5,0,-6.2068,106.3983,POINT (654704.8523938915 9313731.09135909),22349.199143457023
kota bogor,bogorbarat,28.04,51.502,32.79,207.937,Built-up,0.484,0.658,37.161,2024,5,0,-6.5732,106.7655,POINT (695203.374773531 9273087.620121403),37521.125409426124
jakarta utara,tanjungpriok,27.17,68.489,39.75,4.06,Built-up,0.187,0.101,38.527,2021,12,0,-6.1319,106.875,POINT (707491.2045186862 9321852.133543443),17999.918552745694
jakarta barat,cengkareng,16.933,42.879,36.3,5.286,Built-up,0.259,0.059,36.714,2021,6,0,-6.1515,106.7369,POINT (692196.9632976495 9319736.00340036),12066.94807942627
jakarta pusat,cempakaputih,16.049,35.161,37.48,8.401,Built-up,0.189,0.095,35.747,2022,8,0,-6.1809,106.8681,POINT (706708.4137041899 9316435.368835382),15876.494561289335
bekasi,babelan,13.78,32.998,36.19,3.768,Cropland,0.424,0.07,27.777,2020,9,0,-6.1257,107.0341,POINT (725107.1202413068 9322473.716638114),2308.6115991176976
tangerang,mekarbaru,24.07,57.813,30.22,4.93,Cropland,0.381,0.066,35.601,2024,6,0,-6.062,106.3871,POINT (653506.8998727975 9329745.5508778),24558.563235960406
tangerang,sukadiri,22.766,63.676,32.95,4.864,Cropland,0.412,0.063,36.156,2021,9,0,-6.0699,106.559,POINT (672532.4991978505 9328820.273373086),9381.4951165674
tangerang selatan,ciputattimur,42.998,77.825,36.44,41.355,Built-up,0.392,0.245,41.228,2024,3,0,-6.2988,106.7556,POINT (694212.7049419298 9303438.725536264),20819.662680844856
bogor,tamansari,78.301,135.42,29.78,715.585,Tree cover,0.686,6.987,38.187,2022,4,0,-6.6564,106.7458,POINT (692992.262812293 9263893.753955958),46307.84986100699
depok,beji,41.933,75.922,39.06,78.676,Built-up,0.359,0.279,40.782,2022,2,0,-6.3731,106.819,POINT (701199.7852767789 9295197.252122458),18577.35084631599
tangerang selatan,ciputat,12.903,26.217,35.11,44.431,Built-up,0.437,0.212,40.216,2024,5,0,-6.3082,106.7277,POINT (691121.9064705233 9302409.452644506),19714.870207297878
jakarta pusat,sawahbesar,79.548,144.55,31.44,7.059,Built-up,0.152,0.09,38.81,2020,2,0,-6.1539,106.8332,POINT (702855.6293703405 9319434.96829385),20619.999825768795
jakarta timur,cakung,16.737,38.004,36.65,7.969,Built-up,0.326,0.102,36.819,2021,6,0,-6.1885,106.9409,POINT (714763.7618073723 9315565.917541238),8394.30821638322
bogor,jonggol,49.099,97.389,31.56,186.743,Tree cover,0.692,2.153,37.447,2020,5,0,-6.4961,107.0456,POINT (726219.4565490088 9281497.929332044),15539.59088720551
bogor,ciawi,63.005,98.371,27.35,925.94,Tree cover,0.661,6.501,37.927,2023,4,0,-6.7091,106.8937,POINT (709325.2848757586 9258004.676469581),43569.19232280695
jakarta timur,cipayung,39.892,84.215,36.65,48.413,Built-up,0.502,0.257,41.007,2020,5,0,-6.3253,106.9036,POINT (710580.1393884851 9300450.335044367),7931.638767859615
jakarta utara,pademangan,85.351,137.337,38.27,3.198,Built-up,0.183,0.104,37.605,2020,1,0,-6.1301,106.8381,POINT (703407.0675308041 9322065.354628334),21431.903305743668
tangerang,mekarbaru,53.76,92.314,27.05,4.93,Cropland,0.149,0.066,37.609,2024,12,0,-6.062,106.3871,POINT (653506.8998727975 9329745.5508778),24558.563235960406
tangerang,sepatan,57.281,129.394,28.74,8.849,Built-up,0.279,0.052,38.005,2023,2,0,-6.1183,106.5801,POINT (674852.5136246679 9323461.243499467),3544.064934256312
bekasi,sukatani,18.857,36.194,31.53,9.292,Cropland,0.465,0.08,36.593,2022,6,0,-6.1918,107.1559,POINT (738562.8764925648 9315109.104454987),11890.650799605062
jakarta barat,cengkareng,11.031,22.38,36.39,5.286,Built-up,0.29,0.059,35.461,2021,7,0,-6.1515,106.7369,POINT (692196.9632976495 9319736.00340036),12066.94807942627
depok,sawangan,52.979,125.957,35.63,91.287,Tree cover,0.54,0.296,38.911,2021,9,0,-6.4067,106.7641,POINT (695112.6386847002 9291502.341957016),25657.129898343945
jakarta selatan,setiabudi,8.318,22.986,34.16,17.99,Built-up,0.345,0.133,36.884,2024,5,0,-6.2196,106.83,POINT (702476.389662439 9312169.867268426),17320.37319924328
jakarta utara,kelapagading,18.212,38.687,40.3,5.514,Built-up,0.246,0.062,35.116,2020,9,0,-6.161,106.9037,POINT (710656.8904600275 9318622.396391323),13513.310778681418
bogor,ciseeng,54.491,112.225,31.98,99.044,Tree cover,0.657,0.396,40.654,2021,4,0,-6.4556,106.6785,POINT (685624.6468194757 9286126.220945511),33082.73298210639
kota tangerang,pinang,14.489,31.262,35.06,19.041,Built-up,0.405,0.132,34.593,2020,7,0,-6.2153,106.6662,POINT (684349.320318603 9312705.342189066),7393.150323882488
kota tangerang,karawaci,19.32,54.212,36.6,16.788,Built-up,0.327,0.102,35.44,2022,7,0,-6.1812,106.618,POINT (679026.5307633141 9316492.89262576),2281.0899510565646
jakarta timur,durensawit,33.218,67.177,39.74,16.888,Built-up,0.324,0.139,37.894,2020,5,0,-6.2325,106.9206,POINT (712499.0470222234 9310707.50193039),7912.717985399608
jakarta utara,koja,10.738,18.098,37.37,3.739,Built-up,0.205,0.063,35.597,2021,7,0,-6.1215,106.905,POINT (710816.3415043281 9322990.696673248),15896.192510276469
kota bekasi,bekasiselatan,34.964,55.739,36.38,22.99,Built-up,0.276,0.103,39.95,2020,4,0,-6.2582,106.9778,POINT (718819.5272935444 9307841.485476589),1231.1882393600404
