NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long
Padang Pariaman,batanggasan,51.822,97.694,28.62,58.778,Tree Cover,0.663,1.143,31.051,2024,10,1,-0.4372,100.0143
Serang,pamarayan,36.89,71.545,29.96,24.16,Tree Cover,0.573,0.228,38.14,2023,3,1,-6.2778,106.3018
Aceh Tenggara,bambel,53.355,120.078,26.03,848.137,Unknown,0.704,11.361,38.384,2021,8,1,3.439,97.9022
Lima Puluh Kota,larehsagohalaban,60.176,99.947,26.52,716.023,Tree Cover,0.771,5.663,36.132,2024,5,1,-0.2943,100.7616
jakarta selatan,cilandak,34.864,76.387,38.76,37.329,Built-up,0.253,0.193,41.41,2022,12,1,-6.2927,106.7933
Kota Binjai,binjaikota,45.034,92.779,30.703333333333333,36.799,Tree Cover,0.425,0.149,34.539,2024,11,1,3.6001,98.4771
Pandeglang,sobang,133.223,240.018,18.57,45.873,Unknown,0.401,0.565,38.855,2024,12,1,-6.6058,105.7804
Aceh Utara,bandabaro,65.06,114.341,32.09,38.396,Tree Cover,0.495,0.742,41.542,2022,12,1,5.187,96.9689
Tapanuli Tengah,sarudik,65.866,143.154,28.23,317.217,Tree Cover,0.823,6.515,38.478,2020,1,1,1.7375,98.841
kota tangerang,periuk,32.899,60.957,38.39,12.531,Built-up,0.347,0.129,37.295,2022,4,1,-6.1675,106.5943
Sukabumi,lengkong,46.149,69.09,25.62,619.089,Tree Cover,0.805,3.357,34.284,2024,6,1,-7.1137,106.6849
jakarta selatan,tebet,76.586,122.266,36.65,17.948,Built-up,0.145,0.137,38.721,2021,2,1,-6.2289,106.8509
kota bekasi,mustikajaya,80.256,125.464,38.33,32.768,Built-up,0.283,0.179,39.852,2021,2,1,-6.3076,107.0166
tangerang,jayanti,38.385,57.501,32.68,18.626,Tree cover,0.63,0.144,38.992,2020,3,1,-6.2068,106.3983
Deli Serdang,tanjungmorawa,24.971,36.054,32.53,26.548,Unknown,0.65,0.255,36.793,2023,9,1,3.5319,98.8065
Karawang,tirtajaya,16.972,32.472,29.2,1.909,Unknown,0.662,0.043,35.366,2021,5,1,-6.0295,107.2533
Lampung Selatan,ketapang,33.406,58.486,28.59,26.641,Tree Cover,0.578,0.736,41.35,2024,2,1,-5.7417,105.7715
Kepulauan Mentawai,siberutselatan,11.472,27.744,23.8,96.178,Unknown,0.536,1.694,28.788,2023,9,1,-1.529,99.0577
Bengkulu Tengah,talangempat,68.653,96.04,29.14,46.394,Tree Cover,0.807,0.831,32.246,2022,6,1,-3.8088,102.3813
Samosir,palipi,52.926,77.604,22.92,1274.034,Tree Cover,0.681,3.592,40.509,2023,11,1,2.528,98.819
Indragiri Hilir,keritang,53.309,92.414,29.38,13.114,Tree Cover,0.674,0.162,34.789,2022,11,1,-0.6971,102.8419
Aceh Utara,lhoksukon,16.98,40.567,31.83,12.599,Tree Cover,0.666,0.191,33.75,2023,9,1,5.0299,97.3594
Aceh Barat,johanpahlawan,46.307,141.64,30.17,15.09,Tree Cover,0.733,0.286,32.79125,2021,12,1,4.1892,96.1194
Aceh Tenggara,lawesumur,42.282,61.856,26.99,894.787,Unknown,0.754,9.483,37.87,2024,8,1,3.4784,97.8848
Simeulue,telukdalam,67.891,82.166,27.4,58.48,Tree Cover,0.533,1.93,38.341,2023,10,1,2.6369,96.1448
depok,cilodong,73.299,123.083,37.51,106.017,Built-up,0.309,0.295,41.65,2020,2,1,-6.4303,106.8379
Mandailing Natal,sinunukan,55.365,89.589,29.97,28.915,Unknown,0.819,0.413,40.739,2020,1,1,0.4711,99.2422
bogor,bojonggede,49.23,103.38,35.09,133.589,Built-up,0.52,0.293,40.087,2021,4,1,-6.4774,106.7927
kota bekasi,jatiasih,77.208,118.444,37.4,39.466,Built-up,0.291,0.259,41.613,2021,2,1,-6.3072,106.9524
Pasaman,lubuksikaping,46.859,90.61,24.89,856.235,Tree Cover,0.292,7.855,31.834,2023,10,1,0.1534,100.1275
Aceh Tamiang,bandamulia,15.788,39.914,29.36,2.759,Unknown,0.653,0.076,31.447,2022,1,1,4.4445,98.1422
Serdang Bedagai,tebingtinggi,53.7,118.922,29.87,27.333,Tree Cover,0.59,0.208,32.282,2020,11,1,3.3382,99.148
Aceh Besar,leupung,40.983,101.664,25.14,623.639,Tree Cover,0.754,9.189,35.252,2022,8,1,5.3449,95.3097
Tanggamus,semaka,28.614,97.543,28.09,275.773,Unknown,0.774,5.769,32.884,2020,8,1,-5.4899,104.4655
Serang,cikeusal,42.943,107.534,31.01,31.242,Tree Cover,0.648,0.298,35.205,2021,9,1,-6.214,106.2536
Ogan Komering Ulu Selatan,buaypemaca,56.507,76.024,29.16,489.372,Tree Cover,0.619,2.942,32.093,2023,3,1,-4.723,104.2273
bekasi,muaragembong,27.877,42.829,30.44,1.597,Permanent water bodies,0.41,0.046,39.059,2020,3,1,-6.0033,107.0499
Serang,kramatwatu,64.491,115.606,27.298,15.027,Cropland,0.312,0.574,37.348,2020,1,1,-6.0399,106.113
kota tangerang,cipondoh,54.575,99.841,39.23,11.897,Built-up,0.196,0.115,38.16,2024,1,1,-6.1862,106.683
Kerinci,danaukerinci,46.53,82.562,24.73,1271.297,Unknown,0.488,7.757,34.446,2023,3,1,-2.0322,101.5812
Aceh Tenggara,badar,58.582,86.566,22.62,1249.289,Unknown,0.799,10.854,38.148,2024,10,1,3.5893,97.8203
Serang,cikande,38.976,69.385,32.13,17.595,Unknown,0.428,0.161,38.126,2020,5,1,-6.1913,106.3541
Nias Utara,lotu,77.75,186.424,26.23,77.914,Unknown,0.457,1.763,38.966,2023,11,1,1.4213,97.3627
Kampar,siakhulu,57.72,101.886,28.16,21.914,Unknown,0.541,0.249,35.591,2024,1,1,0.3506,101.5506
Kota Medan,medanselayang,24.434,55.95,38.59,34.843,Unknown,0.428,0.212,33.431,2022,3,1,3.5526,98.6339
Aceh Tenggara,lawesumur,58.733,107.902,24.24,894.787,Unknown,0.506,9.483,38.415,2023,11,1,3.4784,97.8848
Pidie,glumpangtiga,40.735,101.295,29.83,117.377,Tree Cover,0.692,2.596,36.452,2024,11,1,5.2126,96.0267
bogor,tamansari,133.251,332.219,30.52,715.585,Tree cover,0.514,6.987,36.776,2022,9,1,-6.6564,106.7458
Kota Serang,kasemen,67.104,108.486,27.26,7.1,Unknown,0.503,0.113,39.324,2021,2,1,-6.0585,106.1851
bekasi,sukawangi,81.382,132.806,28.78,3.12,Cropland,0.1,0.044,39.649,2021,2,1,-6.1187,107.091
Ogan Komering Ulu Selatan,sungaiare,54.419,69.88,25.18,786.57,Tree Cover,0.769,5.143,35.024,2022,11,1,-4.4749,103.466
Cianjur,cikadu,82.518,144.419,26.26,678.704,Tree Cover,0.695,4.41,31.69,2024,12,1,-7.3127,107.2553
Sijunjung,tanjunggadang,27.281,48.956,26.61,528.145,Tree Cover,0.599,4.869,37.299,2020,2,1,-0.8509,101.1378
bogor,sukajaya,70.345,110.042,25.74,847.126,Tree cover,0.706,5.604,38.512,2020,5,1,-6.6313,106.4705
Pesawaran,waylima,62.643,89.571,29.58,170.164,Unknown,0.733,1.791,33.94,2024,4,1,-5.4305,105.0232
Sukabumi,curugkembar,82.381,157.955,27.79,413.832,Tree Cover,0.613,2.954,38.949,2024,12,1,-7.1958,106.9468
Bireuen,samalanga,90.933,209.09,23.39,779.354,Unknown,0.68,6.655,35.507,2023,1,1,5.0837,96.3657
jakarta timur,kramatjati,18.436,44.663,36.25,30.295,Built-up,0.311,0.152,39.596,2021,6,1,-6.2763,106.8654
bogor,parungpanjang,60.568,97.696,28.39,65.388,Tree cover,0.52,0.569,41.546,2024,1,1,-6.3768,106.5551
Padang Pariaman,sungaigeringging,41.795,82.738,27.77,266.807,Tree Cover,0.767,2.937,32.309,2023,5,1,-0.4366,100.1058
Aceh Tamiang,karangbaru,59.913,73.552,22.97,21.583,Tree Cover,0.607,0.375,34.086,2022,10,1,4.3432,98.0421
bogor,gunungputri,36.481,76.031,35.84,81.462,Built-up,0.37,0.389,40.535,2023,1,1,-6.4052,106.9313
Aceh Timur,nurussalam,47.592,69.692,28.71,29.403,Tree Cover,0.329,0.315,39.209,2022,10,1,4.9747,97.6594
Serang,cinangka,74.581,126.042,27.57,119.68,Unknown,0.654,2.324,38.304,2024,3,1,-6.18,105.8865
Ogan Komering Ulu Timur,bungamayang,46.61,80.956,29.65,123.837,Tree Cover,0.751,0.597,35.973,2023,4,1,-4.3788,104.2408
Tanggamus,limau,69.928,140.716,25.3,313.289,Unknown,0.737,4.948,40.521,2022,9,1,-5.5557,104.8146
bekasi,cabangbungin,26.933,62.116,31.97,3.757,Cropland,0.384,0.053,38.953,2021,12,1,-6.0781,107.1363
Ogan Komering Ulu Selatan,buaysandangaji,35.237,76.439,27.15,280.484,Tree Cover,0.797,1.409,36.729,2024,5,1,-4.5421,103.8761
jakarta timur,kramatjati,38.983,65.274,38.42,30.295,Built-up,0.261,0.152,40.715,2020,4,1,-6.2763,106.8654
Kerinci,batangmerangin,36.926,54.296,23.17,919.562,Unknown,0.697,5.787,33.145,2024,5,1,-2.1302,101.6749
jakarta timur,kramatjati,58.998,111.741,40.08,30.295,Built-up,0.273,0.152,40.986,2024,1,1,-6.2763,106.8654
jakarta timur,ciracas,82.932,144.449,39.24,53.48,Built-up,0.288,0.263,41.387,2021,11,1,-6.3339,106.8784
Aceh Utara,lhoksukon,41.872,60.385,31.12,12.599,Tree Cover,0.605,0.191,33.122,2022,2,1,5.0299,97.3594
Sukabumi,pabuaran,139.206,194.499,28.01,504.043,Unknown,0.471,3.033,39.675,2021,11,1,-7.1925,106.7872
bekasi,cikarangtimur,69.443,145.34,29.23,15.164,Cropland,0.295,0.085,39.386,2020,2,1,-6.2885,107.209
Bengkulu Tengah,pondokkubang,68.258,147.691,29.85,53.152,Tree Cover,0.793,0.514,32.469,2022,8,1,-3.7003,102.3524
Deli Serdang,namorambe,42.594,100.644,30.69,119.675,Tree Cover,0.773,0.782,31.81,2023,10,1,3.4421,98.6383
Seluma,lubuksandi,47.285,92.894,26.97,412.71,Unknown,0.74,4.245,32.613,2022,12,1,-3.9104,102.5417
Serang,kopo,67.544,114.338,28.38,25.577,Tree Cover,0.58,0.195,39.367,2021,2,1,-6.2851,106.3766
bogor,klapanunggal,54.514,74.644,31.81,203.856,Tree cover,0.632,3.061,38.192,2020,10,1,-6.483,106.9553
kota tangerang,cipondoh,16.245,45.64,33.91,11.897,Built-up,0.32,0.115,34.437,2024,7,1,-6.1862,106.683
kota bekasi,mustikajaya,22.077,48.928,34.28,32.768,Built-up,0.5,0.179,35.973,2021,6,1,-6.3076,107.0166
Pandeglang,sindangresmi,126.379,240.664,18.57,30.933,Tree Cover,0.492,0.447,38.868,2024,12,1,-6.5436,105.919
jakarta timur,cipayung,43.344,70.02,36.09,48.413,Built-up,0.481,0.257,40.999,2020,4,1,-6.3253,106.9036
Lima Puluh Kota,luak,34.231,69.674,27.95,770.779,Tree Cover,0.65,5.396,31.104,2024,10,1,-0.2689,100.6787
Bungo,tanahtumbuh,59.692,73.499,26.45,131.797,Tree Cover,0.589,0.797,34.207,2021,1,1,-1.4822,101.88
Kepulauan Mentawai,siberutselatan,65.607,117.585,25.12,96.178,Unknown,0.71,1.694,31.9,2024,8,1,-1.529,99.0577
Aceh Jaya,panga,50.0,80.39,27.66,230.01,Unknown,0.847,3.313,32.842,2021,7,1,4.6413,95.8098
Rokan Hulu,rambah,50.906,75.492,28.41,215.068,Unknown,0.673,2.955,36.97,2023,10,1,0.8262,100.2607
Mandailing Natal,panyabunganutara,62.538,89.18,29.27,559.011,Unknown,0.688,5.799,38.79,2020,4,1,0.9312,99.5524
Aceh Tenggara,babussalam,60.142,113.647,28.3,194.297,Tree Cover,0.587,2.987,38.431,2023,11,1,3.4886,97.8058
Nagan Raya,darulmakmur,68.061,96.195,26.83,134.831,Tree Cover,0.442,2.249,36.216,2022,10,1,3.9663,96.5488
bogor,cigombong,41.449,72.683,24.71,688.475,Tree cover,0.683,4.624,37.929,2022,6,1,-6.7461,106.8128
Padang Pariaman,nansabaris,24.415,58.242,29.48,19.238,Unknown,0.601,0.277,29.775,2023,9,1,-0.653,100.1911
kota bekasi,bekasitimur,35.831,94.339,40.01,19.269,Built-up,0.249,0.113,31.875,2021,10,1,-6.2421,107.0191
Sukabumi,cireunghas,31.059,68.686,29.86,701.406,Tree Cover,0.763,4.11,36.894,2023,12,1,-6.9368,107.0241
bekasi,sukatani,77.723,122.86,30.85,9.292,Cropland,0.271,0.08,39.649,2021,2,1,-6.1918,107.1559
bekasi,cikarangutara,46.96,100.304,40.38,17.902,Built-up,0.357,0.13,35.485,2020,11,1,-6.2754,107.1556
Merangin,tabir,54.146,91.245,27.83,94.433,Unknown,0.67,0.612,38.95,2020,11,1,-1.8118,102.2649
Lahat,gumaytalang,45.18,65.394,27.43,254.938,Tree Cover,0.582,2.093,37.565,2020,2,1,-3.7805,103.4589
Aceh Singkil,gunungmeriah,60.672,102.33,29.7,44.617,Unknown,0.807,0.61,36.152,2024,10,1,2.3838,97.9621
bogor,leuwiliang,73.258,122.361,27.66,556.464,Tree cover,0.758,3.837,38.504,2020,5,1,-6.6402,106.6099
Aceh Jaya,kruengsabee,81.309,102.322,25.56,320.73,Unknown,0.606,3.881,34.844,2023,11,1,4.7848,95.7903
Bandung Barat,rongga,43.013,90.298,26.26,885.44,Tree Cover,0.775,3.823,37.063,2024,3,1,-6.97,107.2564
Kota Medan,medanlabuhan,42.337,77.574,28.84,4.176,Mangroves,0.4,0.069,34.502,2020,12,1,3.719,98.695
Aceh Tenggara,babussalam,41.555,67.743,27.87,194.297,Tree Cover,0.575,2.987,37.476,2024,12,1,3.4886,97.8058
depok,cilodong,51.714,80.325,36.71,106.017,Built-up,0.462,0.295,40.884,2022,4,1,-6.4303,106.8379
kota tangerang,karangtengah,17.845,48.557,36.24,13.076,Built-up,0.358,0.156,35.44,2022,7,1,-6.2101,106.7097
Kota Solok,lubuksikarah,34.825,51.607,28.32,757.448,Unknown,0.674,5.064,32.704,2021,9,1,-0.795,100.6108
Lahat,kikimselatan,57.844,75.717,26.97,379.373,Tree Cover,0.472,3.562,38.229,2023,3,1,-3.7593,103.2024
Rokan Hulu,kabun,53.651,121.337,29.48,100.132,Unknown,0.708,1.065,38.025,2022,11,1,0.465,100.746
Aceh Tenggara,bambel,49.97,86.089,25.54,848.137,Unknown,0.74,11.361,37.086,2021,5,1,3.439,97.9022
kota bekasi,rawalumbu,24.616,40.529,36.54,27.96,Built-up,0.357,0.131,38.563,2021,5,1,-6.2812,106.9942
Way Kanan,rebangtangkas,54.656,80.232,29.15,220.437,Unknown,0.711,1.195,33.485,2023,3,1,-4.661,104.3602
bekasi,tambunutara,36.686,83.239,39.01,8.214,Built-up,0.388,0.091,35.536,2020,11,1,-6.1927,107.0611
Aceh Tenggara,semadam,67.545,118.927,30.39,152.073,Unknown,0.535,2.278,38.415,2023,11,1,3.3881,97.8827
Asahan,setiajanji,43.93,70.253,28.45,56.632,Tree Cover,0.678,0.375,36.071,2021,11,1,2.9372,99.4891
jakarta selatan,mampangprapatan,78.918,125.259,36.65,21.604,Built-up,0.205,0.146,40.037,2021,2,1,-6.2523,106.821
Agam,malalak,39.155,62.188,23.91,1017.242,Unknown,0.729,10.661,32.687,2024,5,1,-0.4131,100.2719
Aceh Tamiang,manyakpayed,59.682,74.899,22.97,26.198,Tree Cover,0.48,0.33,35.542,2022,10,1,4.4313,98.0264
Ogan Ilir,payaraman,54.296,96.386,27.27,29.598,Tree Cover,0.6,0.173,38.998,2024,2,1,-3.4351,104.5237
bekasi,babelan,16.804,27.2,36.68,3.768,Cropland,0.397,0.07,32.317,2020,10,1,-6.1257,107.0341
Gayo Lues,dabungelang,24.3,69.043,24.23,1532.616,Tree Cover,0.828,6.686,35.246,2024,4,1,3.9627,97.492
kota bekasi,medansatria,47.795,91.858,39.48,10.53,Built-up,0.213,0.136,37.369,2022,1,1,-6.1989,106.9836
Pidie Jaya,trienggadeng,96.023,219.0,27.59,93.269,Unknown,0.701,2.421,37.115,2023,1,1,5.2194,96.1717
kota tangerang,cibodas,65.386,112.318,38.47,19.751,Built-up,0.186,0.128,38.758,2021,2,1,-6.2058,106.608
bogor,kemang,81.08,134.088,27.06,143.048,Tree cover,0.475,0.625,40.222,2024,1,1,-6.5025,106.7345
Langkat,hinai,49.161,110.786,29.87,8.112,Unknown,0.193,0.091,34.555,2024,11,1,3.833,98.4285
Aceh Tenggara,bambel,45.95,67.505,26.51,848.137,Unknown,0.629,11.361,38.928,2023,8,1,3.439,97.9022
bekasi,cikarangutara,36.314,58.629,38.87,17.902,Built-up,0.405,0.13,39.085,2020,3,1,-6.2754,107.1556
Tanggamus,kotaagungbarat,23.215,44.085,27.79,98.676,Unknown,0.762,2.575,30.91,2024,5,1,-5.4694,104.5821
jakarta timur,cipayung,70.689,128.832,30.02,48.413,Built-up,0.267,0.257,41.65,2020,2,1,-6.3253,106.9036
bekasi,tarumajaya,29.292,72.455,33.32,2.309,Cropland,0.362,0.051,38.73,2021,12,1,-6.1219,106.9975
Cianjur,cilaku,44.756,105.784,29.83,419.165,Unknown,0.612,1.035,37.86,2023,3,1,-6.8686,107.1512
Aceh Selatan,sawang,71.628,114.943,24.61,712.277,Tree Cover,0.691,9.83,29.59,2021,3,1,3.429,97.1746
Ogan Komering Ulu,lengkiti,33.454,76.013,27.33,309.833,Tree Cover,0.814,2.524,34.822,2024,5,1,-4.3244,104.0178
Lebak,cibadak,41.485,54.115,33.7,37.88,Unknown,0.585,0.518,36.847,2020,10,1,-6.3331,106.2251
Aceh Timur,julok,47.947,72.031,27.66,27.334,Unknown,0.464,0.476,39.209,2022,10,1,5.0373,97.601
Pesisir Selatan,lengayang,17.194,27.085,24.27,662.353,Unknown,0.85,6.473,31.263,2023,7,1,-1.5744,100.8304
kota bekasi,rawalumbu,31.088,55.103,38.77,27.96,Built-up,0.332,0.131,39.8,2022,4,1,-6.2812,106.9942
tangerang,gunungkaler,33.612,81.867,31.3,8.194,Cropland,0.488,0.068,37.105,2023,1,1,-6.0957,106.3742
Indragiri Hilir,tembilahanhulu,68.069,107.285,25.48,6.482,Unknown,0.495,0.091,34.484,2022,10,1,-0.3837,103.0867
Tapanuli Tengah,barus,97.854,141.07,31.84,18.613,Tree Cover,0.501,0.759,33.636,2022,11,1,2.0246,98.4114
jakarta selatan,pancoran,37.604,64.61,38.94,25.372,Built-up,0.285,0.19,39.913,2020,4,1,-6.2553,106.8436
Tapanuli Selatan,sayurmatinggi,72.376,114.663,26.81,439.35,Unknown,0.531,6.938,38.713,2022,11,1,1.1111,99.3353
Ogan Komering Ulu,semidangaji,32.693,71.899,27.54,135.718,Unknown,0.833,0.925,35.748,2024,5,1,-4.0293,103.9859
jakarta selatan,cilandak,33.336,45.365,38.64,37.329,Built-up,0.263,0.193,39.122,2020,10,1,-6.2927,106.7933
Nagan Raya,seunagan,62.322,88.391,30.2,42.569,Unknown,0.665,0.521,31.522,2023,11,1,4.229,96.3021
Mandailing Natal,batangnatal,19.7,42.915,24.48,761.96,Tree Cover,0.695,7.121,32.197,2023,9,1,0.665,99.4325
Simeulue,teupahbarat,59.228,112.8,25.48,140.595,Tree Cover,0.664,3.057,38.571,2023,12,1,2.4857,96.2329
Tanggamus,semaka,75.016,125.645,26.86,275.773,Unknown,0.698,5.769,38.915,2020,1,1,-5.4899,104.4655
Pesisir Selatan,linggosaribaganti,39.826,84.567,26.98,631.543,Unknown,0.818,5.775,32.082,2024,3,1,-1.8211,100.9866
Kuantan Singingi,kuantanmudik,60.184,92.707,27.07,126.403,Tree Cover,0.7,1.131,38.499,2024,5,1,-0.7798,101.6419
Bintan,mantang,17.887,80.783,28.79,6.956,Unknown,0.526,0.323,22.134,2024,2,1,0.7759,104.5936
tangerang,kronjo,32.86,80.508,31.91,4.048,Cropland,0.433,0.069,37.105,2023,1,1,-6.0703,106.4282
Aceh Selatan,meukek,43.167,62.908,22.21,1197.789,Tree Cover,0.854,10.954,32.585,2023,5,1,3.5632,97.1723
bogor,cibinong,48.717,78.003,36.18,134.037,Built-up,0.419,0.322,39.911,2022,1,1,-6.4839,106.8354
Agam,kamangmagek,44.595,94.595,23.76,1065.463,Tree Cover,0.46,6.346,32.954,2020,1,1,-0.1963,100.4105
Pasaman Barat,kinali,58.412,106.398,30.34,106.505,Tree Cover,0.822,1.69,33.488,2020,1,1,-0.067,99.8918
Simeulue,simeuluetimur,82.784,212.256,28.2,84.736,Unknown,0.691,2.529,37.652,2020,7,1,2.4878,96.327
Serang,tunjungteja,62.755,106.867,28.98,47.692,Unknown,0.578,0.6,39.412,2021,2,1,-6.2809,106.2323
Pidie,padangtiji,90.294,207.883,26.73,162.129,Tree Cover,0.744,2.874,30.91,2023,1,1,5.3536,95.8174
Aceh Selatan,samadua,75.975,111.465,26.66,534.657,Unknown,0.72,8.676,31.657,2024,5,1,3.3469,97.1932
Muara Enim,muaraenim,42.436,63.018,26.77,67.943,Unknown,0.519,0.6,37.523,2020,2,1,-3.665,103.806
Solok Selatan,sangirbatanghari,60.803,88.353,25.99,283.968,Tree Cover,0.61,2.311,38.595,2024,1,1,-1.2313,101.3482
jakarta timur,ciracas,52.277,112.199,39.98,53.48,Built-up,0.311,0.263,40.506,2020,11,1,-6.3339,106.8784
bekasi,cibarusah,53.213,89.295,31.03,52.034,Cropland,0.603,0.394,38.493,2024,1,1,-6.434,107.1108
bogor,cisarua,71.787,140.153,27.38,1216.752,Tree cover,0.479,7.714,38.223,2022,10,1,-6.6985,106.9552
Lebak,cibeber,62.125,118.382,25.07,826.833,Tree Cover,0.695,5.601,38.625,2024,3,1,-6.7738,106.3643
Karawang,ciampel,78.995,125.876,25.66,63.07,Unknown,0.51,1.106,42.628,2021,2,1,-6.43,107.3329
Aceh Jaya,setiabakti,93.076,221.89,27.5,368.43,Unknown,0.79,3.806,35.666,2021,3,1,4.8045,95.6418
Nias Utara,lotu,94.822,147.168,28.12,77.914,Unknown,0.582,1.763,39.066,2022,11,1,1.4213,97.3627
Pidie,delima,96.319,214.995,29.64,18.106,Cropland,0.603,0.262,30.857,2023,1,1,5.3369,95.8997
Kuantan Singingi,inuman,60.219,98.686,27.35,57.356,Tree Cover,0.666,0.422,38.554,2024,5,1,-0.4883,101.801
jakarta barat,kebonjeruk,21.933,34.546,40.26,10.059,Built-up,0.229,0.118,37.159,2020,10,1,-6.1895,106.7691
jakarta selatan,kebayoranbaru,66.954,107.513,39.11,22.272,Built-up,0.247,0.16,38.506,2020,1,1,-6.2447,106.8014
Aceh Barat Daya,manggeng,69.844,86.895,29.9,9.582,Unknown,0.57,0.31,29.756,2023,3,1,3.6216,96.9206
jakarta selatan,pasarminggu,77.539,119.762,36.65,35.89,Built-up,0.202,0.23,41.613,2021,2,1,-6.2908,106.8293
Pesawaran,waylima,59.85,90.652,27.63,170.164,Unknown,0.732,1.791,33.622,2023,3,1,-5.4305,105.0232
Simeulue,salang,44.255,73.581,23.05,58.458,Unknown,0.338,1.437,37.98,2023,9,1,2.6767,95.8605
Sukabumi,cisolok,93.514,168.815,25.820526315789472,615.263,Unknown,0.462,5.707,38.07,2024,12,1,-6.8781,106.4598
Aceh Utara,langkahan,20.387,38.879,28.64,70.801,Tree Cover,0.713,1.152,36.213,2023,2,1,4.8834,97.4394
jakarta selatan,jagakarsa,14.654,26.234,36.53,57.304,Built-up,0.416,0.27,38.326,2021,8,1,-6.334,106.8224
Aceh Selatan,tapaktuan,73.602,108.596,24.3,601.413,Unknown,0.693,10.497,33.192,2024,5,1,3.2862,97.2287
Sukabumi,pabuaran,75.463,153.712,23.75,504.043,Unknown,0.386,3.033,37.863,2022,10,1,-7.1925,106.7872
tangerang,cikupa,68.135,117.93,28.85,25.2,Built-up,0.252,0.147,38.949,2021,2,1,-6.218,106.5159
Aceh Jaya,setiabakti,51.633,116.674,27.05,368.43,Unknown,0.875,3.806,36.089,2022,1,1,4.8045,95.6418
Kota Medan,medanjohor,46.1,93.792,41.91,42.119,Unknown,0.279,0.225,34.514,2024,11,1,3.5292,98.6696
bogor,tamansari,87.821,162.953,30.0,715.585,Tree cover,0.556,6.987,38.084,2020,11,1,-6.6564,106.7458
Kota Sukabumi,warudoyong,18.522,33.338,30.97,546.437,Unknown,0.549,1.697,36.991,2024,5,1,-6.9307,106.9131
Aceh Tamiang,tamianghulu,83.34,135.44,28.24,371.132,Unknown,0.372,5.063,39.038,2022,12,1,4.1578,97.8477
Padang Pariaman,vkototimur,45.697,87.212,26.9,289.163,Unknown,0.732,3.428,31.051,2024,10,1,-0.4885,100.1884
Langkat,padangtualang,82.041,138.409,29.92,24.96,Tree Cover,0.49,0.351,34.85,2022,12,1,3.8143,98.3232
Aceh Tamiang,bandamulia,51.48,89.129,30.75,2.759,Unknown,0.483,0.076,32.32,2023,1,1,4.4445,98.1422
kota tangerang,tangerang,69.792,117.907,38.47,17.193,Built-up,0.24,0.112,38.771,2020,2,1,-6.1888,106.6406
Langkat,hinai,23.013,25.694,28.38,8.112,Unknown,0.753,0.091,33.677,2024,12,1,3.833,98.4285
Merangin,margotabir,47.342,90.706,29.86,69.54,Unknown,0.474,0.243,38.745,2023,12,1,-1.8795,102.3747
Pasaman Barat,sungaiberemas,66.269,169.725,27.81,39.765,Tree Cover,0.682,1.259,41.08,2024,3,1,0.2616,99.3461
Indragiri Hilir,tembilahanhulu,57.19,110.219,29.6,6.482,Unknown,0.665,0.091,34.664,2022,11,1,-0.3837,103.0867
Pesisir Selatan,lengayang,37.135,60.436,22.84,662.353,Unknown,0.624,6.473,31.807,2024,12,1,-1.5744,100.8304
Lingga,lingga,78.801,187.64,24.51,116.303,Unknown,0.486,3.472,24.877,2021,1,1,-0.2067,104.6142
kota tangerang,jatiuwung,34.429,61.409,39.88,20.101,Built-up,0.306,0.172,37.295,2022,4,1,-6.198,106.5753
Kerinci,gunungtujuh,19.187,27.154,19.56,1756.051,Tree Cover,0.66,7.315,36.058,2021,6,1,-1.7283,101.3688
Pandeglang,cigeulis,123.272,215.555,18.57,107.845,Tree Cover,0.458,1.939,38.746,2024,12,1,-6.6181,105.6846
bekasi,cikarangtimur,38.64,62.01,31.04,15.164,Cropland,0.385,0.085,38.641,2024,1,1,-6.2885,107.209
kota bekasi,bekasibarat,16.507,37.808,36.76,17.765,Built-up,0.285,0.161,36.898,2021,6,1,-6.2336,106.9628
Tapanuli Tengah,barusutara,94.239,132.177,30.0,97.712,Tree Cover,0.66,1.862,33.636,2022,11,1,2.0606,98.4329
Batu Bara,medangderas,63.567,150.881,32.18,5.006,Unknown,0.268,0.085,38.785,2023,10,1,3.3788,99.3629
Aceh Jaya,kruengsabee,68.774,115.974,26.2,320.73,Unknown,0.88,3.881,34.943,2023,12,1,4.7848,95.7903
jakarta selatan,pancoran,55.593,102.772,39.0,25.372,Built-up,0.202,0.19,40.331,2021,11,1,-6.2553,106.8436
Aceh Tenggara,lawesumur,39.768,63.844,23.65,894.787,Unknown,0.693,9.483,37.47,2024,12,1,3.4784,97.8848
Aceh Barat,sungaimas,44.887,64.969,26.13,602.564,Tree Cover,0.705,5.115,32.465,2024,9,1,4.622,96.2158
Karawang,telukjambebarat,40.131,56.048,31.01,42.015,Unknown,0.491,0.526,40.334,2024,2,1,-6.3574,107.2456
Aceh Besar,peukanbada,27.649,75.893,29.35,71.268,Unknown,0.691,3.681,35.414750000000005,2021,7,1,5.5408,95.2417
Mandailing Natal,natal,26.136,59.177,26.38,285.841,Unknown,0.71,3.636,36.888,2023,9,1,0.7159,99.184
Aceh Tenggara,bambel,42.261,62.891,25.97,848.137,Unknown,0.786,11.361,37.87,2024,8,1,3.439,97.9022
